SEP=,
num,title,starttime,1st,2nd,3rd,...
2030000,Daily Rise and Shine,1773483755,dadmetalbod,Dugbark,GreatScottTTC,Greenrobin,belliard100,dylanb29,jocan44,RoarOf1984,RealVanillaGorilla,Calis,Feffer,Torvald78,smileyfacejane,rbal,AceBrainteaser,brix0900,arukarunaze,Abruzzi,croutard,ThePhantomPoo,Ripper44,BryceBears,the_k_man_3,Rastandy,Fourscore4,alsocoleman,Suds008,soyellow,Ddempsey941,IceFox,admiralrpi,Brinski2,Cramel,drshuey,WeedinMaine,orioledave,wesh,dwiz7,miketx56,Wheatchex,rynostreet,tommyhoogy,Nordster22,mf34,jjack519,tommcaudillo,TayMorris27,DepDog,weavdad,cjthomas,butterspoon,AnthonyP,pakardian,Evno,Caesar66,Centre,Ichiro262,BadgerW4,Marinerstar123,rumali,Meowmix26,jugrz82,TheCharm,Griffins
2030001,Daily Rise and Shine,1773570157,hopscotch3333,pwtigers,Roenel,rjmeyer,ivystung,silvyp,Brinski2,AW13,SunnyBurn,Torvald78,real1ok,katybass2004,jamellott23,robhuber211,MikeS1963,Suds008,jugrz82,Greenrobin,spatel5015,DarylUCLA,redsoxcurse,aramis9182,CBDOC,gman1282,mrogner,TTWB-Boomsticks,Kalaska77,DiamondGrey,philo2,admiralrpi,Colineyes,BeantownBro,Xtoforas,Caesar66,robertcat,ZachNurn32,abcrawford72,statmattmitchell,SunMan,Warfsu,Zeebro84,kgriffin44,redmelanon,bruhman22,n8kat,Hi_clutch,Ripper44,maddonuts,tandeday01,Fourscore4,vapodge,camel,Baggers,StoneyPenguin20,Maodib,tommyhoogy,petyrgozinya,dokvon,LV-Kats,BJS615,BriDav00,Tollmoose,canadanumber1,husborf
2030002,Daily Rise and Shine,1773656563,asharriger,robzilla346,Tirin,PSYCHOG,Bigtoe26,Rambler97,Ripper44,94expos4ever,drudonohue,Greenrobin,AW13,celler1972,Lathum,pjw138,chrism,kah88,MrDanboy,LV-Kats,Meepsmeep,in21jau,macjacks,Suds008,bruzski,Brobrey,sdshrugged,Doctor,BriDav00,asexton65,tandeday01,hppppy,ryansjones,Caesar66,hopscotch3333,brando99,BusterGrey,kirkeby14,DiamondGrey,nevermind,PitVipers,BadgerW4,Kev10check,robdoc,redmelanon,thegreatbambini,McGonigle,jmodendhal,stl_jason,tonkmato3,Ravenmaniac,KronoTitan,Brayden15,myles134679,Primo_Fizz,Bravos332,darkgryphon700,asdcqw,BeantownBro,stinsy,benjonfilm,dmacgreg,bphilb,AnthonyP,Roenel,spatel5015
2030003,Daily Rise and Shine,1773742956,mkhenny,vallen,saamba,trotrains,theprincipal1,pzitnik,Saint_Bernard,SenatorZero,cmorr,fl0wers,Rambler97,dokvon,paranoid,Wildzombie,katybass2004,kiko13,anthony14e,DitzyTeen69,Mabukie,tatertim,Cullens,Roenel,kewltalon,ColeTop10,Sydvich,StratMJ99,stecarcal,chastony,Jdub,Joe_Charboneau2,destroy1331,randycapps,ajslayer44,arukarunaze,jhaverkamp,Carini_Harpua,Caesar66,KronoTitan,yazfan67,zacxor,weavdad,SeaShockers,PerryPHX,dmacgreg37,clayhoadley,SunMan,cjthomas,bdub,Jman2021,djbutler,Greenrobin,Suds008,FrozenCola,spatel5015,Coop15,lightmoon,carcalste,MurkyWaters,hppppy,TTWB-Boomsticks,revo,Edwon,FoolsErrand,MrRee
2030004,Daily Rise and Shine,1773829357,brian1zvx,Rathier2,ringb39,djbutler,PerryPHX,ThePhantomPoo,Woos,dukeston1,mbrew99,ajslayer44,jmo32,MrRee,mkhenny,DiamondGrey,AnthonyP,SeaShockers,Chappel27,toofownzu,fedtero25,Rabbit_Jack,FlagOfUlysses,FrozenCola,thatsmyboye,brhlbryce,dorian8582,MikeBatesTWIBH,Wildzombie,iSchilly,dwiz7,Mabukie,EarlyCell,KronoTitan,bmaahs,paranoid,OrenthalGames,zacruller64,canadanumber1,BryceBears,mustardplug,Doctor,tacoperson,hppppy,ztevans,FritoLeyritz,pwtigers,NickWirth19,Griffins,bksenior3,ccdmrd,batt27,anthony14e,koosackjr,mawiffen,Evno,aal33,Fourscore4,cardsfan79,yazfan67,Bravos332,Bigtoe26,Fyrinor,ilikesports2,TTWB-Boomsticks,tonkmato
2030005,Daily Rise and Shine,1773915754,KronoTitan,PeskyPole,cmorr,kaachhimself,RadioAlex,Speculo,shabagel,Jerthebear,MikeBatesTWIBH,redmelanon,josh111,mustardplug,L82H8,DiamondGrey,sdrater,PHDrawde,FlagOfUlysses,JAtlas,tandeday01,stecarcal,billyo,Lathum,hmbutter49,jmo32,dmsg201,thatsmyboye,Kev10check,tstack,Mabukie,paochs,asharriger,dhornermb,scgilmore,Fourscore4,OnlyPacks27,brando99,weavdad,Aibohphobia14,SunMan,bigstupidgrin,BillPitt-PCK,jemiller226,Kalohn,Wildzombie,jocan44,ringb39,FoolsErrand,stan0738,PerryPHX,liebeiou2,Phredthebaker,spatel5015,mbeach94,bryce_harper_3,mkhenny,geno36,EVCinNYC,MrRee,aw13_pck,Evno,courtjestr19,Padman19,ErichIngram,Roenel
2030006,Daily Rise and Shine,1774002154,cbr2000,tandeday01,acharvet23,Fourscore4,MikeBatesTWIBH,Brayden15,Cheesetruck25,SuRrra,Garnak,JJ2478,mustardplug,KHitt,spatel5015,chelsea0011,redmelanon,Suds008,mbenfer30,Bahoote,jmo32,awful021,DiamondGrey,EvilDrugLord,kmg555,FrozenCola,Jabn27,Wildzombie,JAtlas,cbo49r,Jays197,makabara,Wheatchex,EVCinNYC,BOONMOON,hometownmarkup,iSchilly,L82H8,gypsyson2nd,Mabukie,hibbyo,Hensword,mkhenny,Kalohn,liebeiou2,Brinski2,wkelly73,paranoid,Heatandjj18,Dtrodden15,Bcmarsh,berrybasher,jbeighley78,Luniza,yazfan67,jastyra,hawkeyemba,Shodai,LV-Kats,briguy13,PeskyPole,brewcrewbombers,cjustc,mksenn1,ErichIngram,dwiz7
2030007,Daily Rise and Shine,1774088554,OnlyPacks27,DiamondGrey,Fourscore4,mr_devil_dog,redmelanon,brian2zvx,CorkyCar80580,LV-Kats,Metsfanscry,TheCharm,Suds008,Coop15,PLR2112,Kalohn,Dtrodden15,MikeBatesTWIBH,RadioAlex,berrybasher1,gman1282,n8kat,briguy13,tandeday01,PerryPHX,Nighthawks68,jjhels,paochs,Mabukie,TheBlazingOak,Speculo,mlgilgen,AnxiousJ,spartyterp,shirt10,ljproductions,aramis9182,Lavernaut,mightymorlang,FrozenCola,brewcrewbombers,anthony14e,cbo49r,GVZ3,Ddempsey941,bababooey4,WayneDo,jhcardinals,spetz3,MrPalmTree,L82H8,koosack,Cash_Considerations,pwtigers,dcaframe,Cheesetruck25,Leif2022,Luniza,redsoxfaithful,FlaviusFlav,yazfan67,Jeetzy,usmc7789,danyekim,Doctor,DrGreenleaf
2030008,Daily Rise and Shine,1774174955,redmelanon,SeaShockers,Leif2022,revo,Kev10check,aramis9182,bigstupidgrin,RTLight,cmorr,batman,cjustc,Alvinpaul24,Colflizzy,bwsf93,koosack,LV-Kats,paochs,FrozenCola,CaseyS,davidelgin4,BillPitt37,dougthecanuck,moses_k,sdshrugged,Dynocat,dmsg201,alfonzos,dryb,thekid1919,Dtrodden15,omaldaal_455,Mabukie,MutantDad,knottaverage,zpronouncedzed,Eltoasto,Suds008,OnlyPacks27,Wildzombie,soulharmony,Brinski2,MikeBatesTWIBH,mustardplug,fedtero25,AngusFrankfurter,AvocadoRush,wallooner,WayneDo,OrenthalGames,cbo49r,Jerthebear,redsoxcurse,dukeston1,Luniza,kirkeby14,ToxicTerry,eatemuptigers,nevermind,Stoudt525,StratMJ,jsitko,iSchilly,DrGreenleaf,JonnyPCK
2030009,Daily Rise and Shine,1774261354,Evno,JeRP,Judicator,Jerthebear,ErichIngram,dannibalcorpse,Suds008,SeaShockers,Dtrodden15,DiamondGrey,DepDog,IceRayn5,EvynnIngram,NuisanceBirds,bigstupidgrin,asdcqw,Greenrobin,brudeck18,populargoat,davidelgin4,revo,hibbyo,Wildzombie,rokular01,da_commish,StratMJ99,batt27,soulharmony,FrozenCola,rbal2,douglasfaulkner65,MisterxDave,BigDonkey,FoolsErrand,Mabukie,offseasonblues,zpronouncedzed,ItzNorCally,dmacgreg,stanton,duckworth92807,ChinoVot,RTLight,mlgilgen,Rikib004,james4112,phillzigg,WeedinMaine,engen,EvilDrugLord,kirkeby14,fl0wers,shirt10,OnlyPacks27,SasuFrasu,Rothelstein,yazfan67,FritoLeyritz,aramis9182,mugyu,Robert_Abare1976,WayneDo,hopscotch3333,NomadOne
2030010,Daily Rise and Shine,1774347755,tjbarnaba,mightymorlang,LethalBiscuit,cbr2006,redsoxcurse,nmize0,SchizophrenicSaiko,kirkeby14,Judicator,SLW2,WARBot,smc250,Swift92,whoamisir,SeaShockers,Dtrodden15,tksnow8,aramis9182,Llamaboy,Metsfanscry,FritoLeyritz,jmodendhal,RadioAlex,WayneDo,dmacgreg37,RTLight,i6barzz,Dynocat,teeareman,ianthesquid,Colflizzy,yno88,cjustc,richgrisham,Perfect_Succubi,IRockThs,ajfellersen,MikeAnhingas,Roenel,Wildzombie,hibbyo,Jalexi,Rothelstein,4forDelgado,Shodai,OnlyPacks27,Alvinpaul24,DiamondGrey,stros98,ajslayer44,spatel5015,EvynnIngram,Bahoote,ndancosse,redmelanon,kingfish99,RalphKraft,EVCinNYCdr,maninhat76,asdcqw,brian1zvx,iSchilly,jhcardinals,kewltalon
2030011,Daily Rise and Shine,1774434157,OnlyPacks27,RadioAlex,MysterE15,rjpogs,jmodendhal,hibbyo,brewcrewbombers,dwiz7,Greenrobin,stros98,ArmandBaseball,bigstupidgrin,Stringerbell25,owenthejammy1,redmelanon,hui,DiamondGrey,FrozenCola,Gruns,JMB,tandeday01,Dtrodden15,mr_devil_dog,AvocadoRush,SouthSideDP,dougthecanuck,Llamaboy,LV-Kats,Lapillus,mbrew99,stephenwdavis,iSchilly,EvynnIngram,beaureese,ajslayer44,SasuFrasu,asdcqw,spatel5015,Cheesetruck25,Harumf,cjustc,Perfect_Succubi,OrenthalGames,lightmoon,IRockThs,EVCinNYCfm,SchizophrenicSaiko,VatosLocos,tay_cummins,ljproductions,Wilbur2,Naberus,KCRoyals,Cash_Considerations,ilikesports2,sdshrugged,jayz,Ddempsey941,chrisb,vladdyguerrero,TheCharm,Shodai,asexton65,SuRrra
2030012,Daily Rise and Shine,1774520591,rjmeyer,dadmetalbod,roverttulo,Towlie,ThoughtsofSeb,eddienwonton,bphilb,kdwayne,james4112,owenthejammy1,redmelanon,Tirin,LGMets6986,Vever,buckcheeks,The_K_Man,SchizophrenicSaiko,AnthonyP,bdub,Stringerbell25,RalphKraft,Skyrolla91,netherwarden,LegionDan,randycapps,Rikib004,jawa42,Trees11,DitzyTeen69,ericblore,tpyufejp,Rabbit_Jake,SirAndrews,derekofferman7,scokap42,Baggers,bwsf93,tacoperson,Crash777,JeffersonJim,Holden222,brix0900,jclay31797,JoshJackson42,robzilla346,Aibohphobia14,robdoc,killyou28,philo2,stl_jason,Panzeric,wheresscott,jspy83,johnj,duckworth92807,Kencaminyeti,dmacgreg,Jays197,mattiesteals,josh111,zukus,DarylUCLA,jaw1727b,evilsmokeybear,sturgman,RadioAlex,MrPalmTree,RiotPolice,haynhuss,Heatandjj18,willpo00,ratedgdr,Judicator,bababooey4,hhhron,titanblood,statsmonger,Nex,kobeharry01,sdshrugged,jrynmac,drudonohue,Kleinman85,WT_Vulture,Bahoote,mbrew99,Dono43,BlueSamuraiG,WayneDo,trustgreene,Cheesetruck25,brian2zvx,VonPreux,spatel5015,BeantownBro,quaker,BillPitt37,JohnnyKing,Colineyes,Vipdad420,Duncaroo,Oldschoolways,Jojorabbit21,EVCinNYC2,revo,mlgilgen,downpat75,Moid_McCoid,teeareman,stevez57,Jayke14,bravescountry,Meepsmeep,CorkyCar80580,wampeter57,gentlm4n,cmalosh,jemiller226,bierhoff00,thirdteam,ShacoLannister,LeoRemus,ptotherizzo,pjw138,Roenel,mksenn1,bigstupidgrin,Rambler97
2030013,Daily Rise and Shine,1774606990,cbo49r,BeantownBro,mscianca88,Sandmd1,bphilb1,Duncaroo,Bahoote,statsmonger,CraigDahlberg,Souchie,JeffersonJim,geno36,nichodav,famarte,aramis9182,FlagOfUlysses,bluebirdsilver,SchizophrenicSaiko,Mabukie,AZSean14,wnphancock,GBpack4008,gman1282,Primo_Fizz,AceBrainteaser,Boomingbulldog,wkelly73,dedwar49,spetz3,krmarks,just,Bcmarsh,earlpin,redsoxfaithful,hawkeyemba,laptophound,Nex2,mkeaveney01,fluffydawg987,TwinsLoseAgain,TangledinJoy,njmiano7,jaw1727a,jbold13,titanblood,ZachNurn32,zukus,kdwayne,n8kat,FancySkunk,ksando,harrycoins,Kencaminyeti,ofungo4,geysers,Stringerbell25,AnthonyP,MAGNUMpill,evilsmokeybear,tandeday01,Dancosse_,brix0900,Jojorabbit21,camel,thirdteam,bryce_harper_3,gypsyson2nd,shof44,seraphucked,TheGreatGingino,goatfishman1,J1A19P5,mahershfield,VinnyNC,dcaframe,PlayBall2020,EVCinNYCdr,Fighting22,PeteyB_17,Carini_Harpua,mppavese,RadioAlex,da_commish,Skyrolla91,sevenstar,DrBeerPhD,KHitt,jpalm,josh111,catnip,MackIVI,DoctaHouse,Nordster22,WolfieTyler,coachflats,94expos4ever,XCRunners,Jdub,WizardOfMaahs,jclay31797,USGrantS,Beckdawg,CaseyHitts,DMRich,roverttulo,saltair,crouton215,Perfect_Succubi,mrogner,RiotPolice,Harumf,WARBot,cjustc,dylanb29,szczepam,smbriggs,chrism,Brinski2,zpronouncedzed,Substituted,mattolsonszn,MurkyWaters,jsitko2,Brobrey,jacobavalene,kaachhimself,Colineyes,ljproductions
2030014,Daily Rise and Shine,1774693387,jerski,SpDirl,11wagnerl,bdcable2,jpmile,Cheesetruck25,Kalohn,ThoughtsofSeb,Spongee66,InterestingGames,jclay31797,bmaahs1,Dancosse_,n8kat,jaw1727a,Kerim,Dynali,jamesof76,dmsg201,deldah35,brix0900,Placentaur,Hurricane75,Sipimi,bravescountry,BlueSamuraiG,SeaShockers,bmaahs,KoreanExpress,Towlie,ofungo4,LegionDan,philo2,dgray4l,Robert_Abare1976,gimmickboy,Bjriand,Stringerbell25,fluffydawg987,wnphancock,Brinski2,SchizophrenicSaiko,Nex,Untranslated,FrozenCola,wampeter57,TheRealStinkins,RTLight,rokular01,ztevans-ttc,AlbertPujols,tophercool,DNX,stevez57,teeareman,redsoxcurse,aramis9182,celler1972,DarylUCLA,LGMets6986,Leif2022,RQIII,Beckdawg,jrynmac,CraigDahlberg,GronkyKong87,mightymorlang,dukeston1,crouton215,DiamondGrey,jhcardinals,buckcheeks,mppavese,Scrubbies,trustgreene,rolen17,RadioAlex,rubyrock75,gustoes,mrfancier,Jerthebear,jpete407,YoSoyFiesta,aparker51,The-Answer,OMGBRB,chadmjkrause,james4112,chrisb,reevesa01,ptotherizzo,dougthecanuck,Magenta_Face,cmalosh,J1A19P5,corgichickenleg,Jays197,dmacgreg,roverttulo,nolandavis07,pjw138,ShacoLannister,Stoudt525,Mabukie,isorins,camel,bdcable1,goatfishman1,Colflizzy,squimby03,hazymike,Jojorabbit21,madmask,theyeti101,SirAndrews,forrestkoba,jollygoodlad,CBDOC,nextplateau,chocoemo,mk_735,jeeplj,Evno,Veste,Abruzzi,dodgerblue42,2-seamer,Luniza
2030015,Daily Rise and Shine,1774779789,ohHELLknow,googs78,brox13,Cosmey5,DocBear,tdavis92017,dgray4l,Greenrobin,JoshJackson42,Nex,Duncaroo,trustgreene,robzilla346,EvilDrugLord,FoolsErrand,ZachNurn32,Dugbark,seraphucked,behlem,NerdPCK,chrondon84,ADifferentJason,Packonlyjourney,brhlbryce,moses_k,nextplateau,Brobrey,juiceua,GBpack4008,fluffydawg987,evilsmokeybear,JulioRodriguez,mrogner,ofungo4,RiotPolice,BThom,bravescountry,KHitt,SpDirl,Hensword,forrestkoba,ilikesports2,thecjm,RoosterKing,Edwon,RalphKraft,Beckdawg,sprdelfin,theyeti101,chrisb,ItsHellboy,Fighting22,Panzeric,SeaShockers,EVCinNYC2,Schmitty94,blackmetaldave,girdweed,mcnick12,danyekim,deezuschrist,gustoes,ItzNorCally,robhuber211,smbriggs,Joefurn,MurkyWaters,CraigDahlberg,BobbyWadd,gtstraub,th52,Melbye,Oswan2,teeareman,Nukester,SouthSideDP,NomadOne,balfazzar,killyou28,BillPitt37,jaw1727a,MikeBatesTWIBH,b30b30,ShacoLannister,harrycoins,mcolhoun3,silvyp,jeffw3000,tommyhoogy,Junasox,WARBot,dcaframe,roverttulo,drshuey,Simmy99,phillip2k6,Huskies,SchizophrenicSaiko,Cap_Anson,Cullens,AlbertPujols,gypsyson2nd,bphilb,apkaufman,bwsf93,J1A19P5,Powhoo,nichodav,DiamondGrey,dpl1,MrPinchy,smc250,rolen17,goatfishman1,engen,offseasonblues,SpurtlePCK,thegreatbambini,brix0900,JohnnyKing,n8kat,dryb,Frostcrest,harurivers,MadMatt,Dynali,JAtlas,derekofferman7
2030016,Daily Rise and Shine,1774866187,WizardOfMaahs,SchizophrenicSaiko,6tbi76,ATotalMelvin3,jeffw3000,BriDav00,Stogies,AnthonyP,Ecthelion,Jojorabbit21,deezuschrist,gustoes,TigerFan,TeddyO2,Jaultma2,aw13_ttc,EVCinNYC,ringb39,eddienwonton,bierhoff00,Cramel,stevezog1,94expos4ever,J1A19P5,ncharman,BigRedMachine,jaw1727,just,NaturalWater,ThoughtsofSeb,spetz3,jawa42,Daviddonovan,trustgreene,silvyp,tuffywilliams,eraticobserver,stevez57,quaker,Oldschoolways,forrestkoba,bigstupidgrin,gloomhawk,Astrodawg,brix0900,bphilb1,harrycoins,cmalosh,GaryL2020,Jeetzy,Nsigg15,mrcheis,RiotPolice,hometownmarkup,RalphKraft,Dancosse_,Hi_clutch,katybass2004,XCRunners,goatfishman1,googs78,JonnyPCK,zpronouncedzed,SmellyBoy88,becksaysno,nolandavis07,mcmiller999,catnip,thirdteam,Wildzombie,rhammondinho,schmoova2,jsitko1,JoshJackson42,JulioRodriguez,bdcable2,PitVipers,mcnick12,titanblood,Crash777,Towlie,hawkeyemba,DoctaHouse,Mcdoogle,theviolinist,Souchie,dpl1,The_K_Man,jerski,hemizen07,teeareman,tdavis92017,chrisb,Brobrey,MikeBatesTWIBH,lava,piecraver,PAF,Fighting22,ndancosse,oooff,kdwayne,mksenn1,jollygoodlad,mbrew99,Leo-Luca,DiamondGrey,Bbarnett98,mscianca88,Cap_Anson,UnsaintedTV,buckcheeks,Oswan2,Garnak,brhlbryce,Judicator,potatoman,owenthejammy1,pjcjc1995,kmg555,statmattmitchell,Roenel,Boomingbulldog,trojan_fight,mibrox13,rubyrock75,killyou28,Nex2
2030017,Daily Rise and Shine,1774952588,InterestingGames,ThatComona,wnphancock,killyou28,Cardsfan1525,reservegoalie,dedwar49,MangoDrank,krmarks,eddienwonton,Volcano4,randycapps,shirt10,thirdteam,jpete407,Hollar,stevezog1,RiotPolice,Jaultma2,handlebars,jaybran11,punter4ksk,AceBrainteaser,mrogner,tandeday01,USGrantS,netherwarden,fluffydawg987,tommcaudillo,RalphKraft,Carpenter114,josh111,Leif2022,apkaufman,Jobbertrev,th52,roverttulo,scokap42,Steevo,thekid1919,metalypuppies2,SchizophrenicSaiko,GronkyKong87,jeeplj,martye88,KronoTitan,Souchie,AlbertPujols,stl_jason,thegreatbambini,hometownmarkup,mppavese,da_commish,drshuey,WayneDo,NuisanceBirds,fussmucker,fhhurt,jsitko,saltair,forrestkoba,Kencaminyeti,Llamaboy,Travelberries,CraigDahlberg,Colflizzy,johnj,jemiller226,engen,weirsy99,boardjam98,the_k_man_2,Rusty_Kuntz,CAMELSBACK,Meepsmeep,BlueJays2780,Sandmd1,gustoes,Nex,rokular01,DocBear,ShadeRaveb,jclay31797,vbjb,tapemeasureshot,Jojorabbit21,Bahoote,mr_devil_dog,trojan_fight,ZachNurn32,Tirin,PSYCHOG,bwradley,carcharodon93,dpl1,FrozenCola,mkeaveney01,destroy1331,EVCinNYC2,catlin_hogan,titanblood,EarlyCell,DiamondGrey,potatoman,chrondon84,Shodai,mrcheis,spatrick4,eraticobserver,DreamyMorning,TeddyO3,quaker,Schmitty94,Abruzzi,BillPitt37,vallen,Michigator,J1A19P5,piecraver,rhammondinho,jaw1727b,halferah,jhcardinals,tfswartz87,dgray4l,Jakeydude18,laptophound67,OofNoob
2030018,Daily Rise and Shine,1775038987,NuisanceBirds,dougthecanuck,kobeharry01,catnip,spatrick4,Tirin,RadioAlex,Jojorabbit21,GronkyKong87,celler1972,esasky,tuffywilliams,geno36,FunGun12,quaker,Jayke14,Cosmey5,seraphucked,dpl1,silvyp,the_k_man_3,Meepsmeep,DiamondGrey,DjokiokiZIM,AvocadoRush,pwtigers,aramis9182,ZachNurn32,ianw28,thegreatbambini,rwall1988,MrPalmTree,mlgilgen,KHitt,SmellyBoy88,gwjones7,chelsea0011,Michigator,krmarks,UnsaintedTV,redmelanon,jrynmac,GCSterling,RiotPolice,tpyufejp,killyou28,LeoRemus,jaw1727a,vallen,TyReis,zpronouncedzed,Citidream,Bbarnett98,textilemonster,koosack3,bierhoff00,Beckdawg,nolandavis07,Nukester,robzilla346,OnlyPax,schmoova2,Leo_The_Lip,greatscott66,tfswartz87,kenw62356,carcharodon93,potatoman,unknownchaos47,TheTyler,Jaultma2,Fighting22,mbrew99,nevermind,Speculo,alfonzos,Nerd_of_Anarchy,crouton215,SpDirl,weirsy99,FlaviusFlav,HollywoodTy24,Stoudt525,jaybran11,mick1027,OMGBRB,DocBear,nichodav,CraigDahlberg,elitebannana20,Brobrey,SeaShockers,Llamaboy,Travelberries,Willett_K_23,TeSuiji,MonsterMasher5,BeantownBro,setzer42,dryb,MikeBatesTWIBH,titanblood,Schmitty94,Astrodawg,rokular01,bwsf93,BillPitt37,isorins,mrogner,tlasko,CorkyCar80580,SLW2,Panzeric,Coreydelder,SchizophrenicSaiko,sportsbamer,robhuber211,Noosk,TheInventor,vbjb,bryce_harper_3,BriDav00,mksenn1,berrybasher2,redsoxfaithful,iSchilly,halferah,VonPreux
2030019,Daily Rise and Shine,1775125386,the_k_man_3,VatosLocos,Cap_Anson,Crash777,chrism,duckworth92807,mjs2309,jspy83,speckle77,hortymantella,ijbaker23,Sandmd1,Boomingbulldog,drshuey,Gruns,brhlbryce,Abruzzi,thegreatbambini,greekhero,moncoko,dpl1,cjustc,J1A19P5,bphilb,redsoxfaithful,isorins,mhilgenkamp1,juiceua,mlgilgen,mscianca88,LGMets6986,respawntv,ofungo4,zpronouncedzed,dryb,Stokes79,mrogner,Harumf,Scrubbies,joshjonsam,dhuckle,bigstupidgrin,IceRayn5,apbarog,sevenstar,jaw1727a,Jaultma2,Nex,jrynmac,btsr7414,downpat75,RalphKraft,Gamastormer,Rambler97,iTs_T_Macc,sdshrugged,piecraver,Delfin,krmarks,Simmy99,Buckeye_Justice,kmg555,BillPitt37,tlasko,bdcable1,Jayke14,brix0900,Cramel,DarylUCLA,MurkyWaters,thirdteam,FunGun12,PHDrawde,titanblood,WayneDo,Cullens,TeSuiji,DitzyTeen69,Bjriand,trustgreene,Bahoote,TheRick,sprdelfin,redmelanon,killyou28,rokular01,skip410,JJCGA,Brobrey,randycapps,jonobone,10ozBud,BeantownBro,SchizophrenicSaiko,TangledinJoy,Fighting22,Leo_The_Lip,Mabukie,USGrantS,jollygoodlad,jbiggs78,Jobbertrev,DiamondGrey,spikeh,b30b30,GronkyKong87,tommyhoogy,revdbone,mick1027,dylanb29,zwrench,johnj,tuffywilliams,AvocadoRush,catnip,Cosmey5,smbriggs,ianw28,Gnoozhe,Recrago,gustoes,nolandavis07,RustyDale,teeareman,Kingstorm10,FrozenCola,shof44,jclay31797
2030020,Daily Rise and Shine,1775211786,josh111,Gnoozhe,chrism,EVCinNYC2,Caesar66,SasuFrasu,Scrubbies,potatoman,Simmy99,mjazzo,Nex2,Jojorabbit21,LGMets6986,reevesa01,jvaritek33c,greg_oz,The_DrG,Raider42,TangledinJoy,ofungo4,QueenCityRedlegs1,Jaultma2,GronkyKong87,celler1972,DarylUCLA,RiotPolice,ahunter5,nmesserich,Lobstah21,Bahoote,Leo_The_Lip,cpm120,ColonelJW,ThatOtherUmp,harrycoins,nickywhy,silvyp,cjustc,davidlopezh,brando99,teeareman,evilsmokeybear,ncharman,JAtlas,mikev305,greekhero,seraphucked,SirAndrews,Colflizzy,BeantownBro,VazedOG,RoosterKing,da_commish,jrynmac,wampeter57,jaw1727b,tandeday01,KronoTitan,DiamondGrey,Brobrey,forleep,Beckdawg,dmbronski,J1A19P5,jaybran11,pdwetz,krashl007,randycapps,eraticobserver,nichodav,juiceua,mksenn1,Bigtoe26,JeffersonJim,just,robhuber211,RalphKraft,thirdteam,berrybasher1,kmacdonald,KoaDaBoa808,Hensword,darigaaz2022,bwsf93,moses_k,MikeS1963,dhuckle,RealVanillaGorilla,vallen,heinrich_wilhelm,Bigphatman87,MikeBatesTWIBH,bobhill32,jbiggs78,kobeharry01,StarX02,hawkeyemba,XCRunners,Minnelli,goatfishman1,Jays197,BillPitt37,TheRick,Wildzombie,mrogner,MurkyWaters,jmo32,gpiazza,NCPirate77,aramis9182,AlbertPujols,proteins22,weesnaw,Leif2022,savtipp,kiko13,FrankUnderWO0D,wkelly73,Cap_Anson,4forDelgado,SchizophrenicSaiko,RTLight,quaker,Brinski2,mhilgenkamp1,Abruzzi,FrozenCola,krmarks
2030021,Daily Rise and Shine,1775298186,JAtlas,DiamondGrey,Meepsmeep,ianw28,famarte,Jays197,josh111,JeRP,EarlyCell,randycapps,camel,i6barzz,mbrew99,kenw62356,stl_jason,tommyhoogy,Dbsilber,Nex2,Robert_Abare1976,dgray4l,drshuey,jsitko1,Tirin,dpl1,Jaultma2,rubyrock75,Holden222,cmalosh,Leo-Luca,EVCinNYCfm,ChinoVot,krmarks,Fighting22,Boomingbulldog,ColonelJW,smc250,jocan44,Sav510_theme,Aibohphobia14,mustardplug,Steevo,bmaahs,stoo,Bbarnett98,butterspoon,quaker,NuisanceBirds,just,mick1027,tandeday01,Kencaminyeti,seraphucked,willpo00,Minnelli,theyeti101,PerryPHX,MortaleMago,dcaframe,fluffydawg987,Spongee66,hui,mlgilgen,ofungo4,mrogner,Wildzombie,berrybasher1,Oswan2,RalphKraft,brando99,Redmain,hawkeyemba,reevesa01,Schmitty94,Steveb415,Brobrey,The_K_Man,ncharman,pwney,piecraver,da_commish,Goldking,buckcheeks,Jojorabbit21,PapaJohno,ZachNurn32,SpDirl,MojitoBoy,vallen,VatosLocos,MurkyWaters,BobLawBlaw,PHDrawde,SchizophrenicSaiko,killyou28,brhlbryce,ianc495,equestion,jpmile,kdwayne,LGMets6986,n8kat,Reichenbach,chrondon84,blackmetaldave,shof44,marndar,alien1011,Thompao10,cjustc,bluebirdsilver,th52,IceRayn5,Avitt21,bwradley,RiotPolice,jclay31797,jsitko2,Llamaboy,chrism,proteins22,redmelanon,tlasko,vbjb,hometownmarkup,Infinite,ReeyanSeacrest2,mitchiapet,Lowlyworm
