POS,Name,First Name,Last Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,ST,CID,Tier,Title,L10,VAR,VLvl,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,CON,PBABIP,HRA,STU vL,CON vL,PBABIP vL,HRA vL,STU vR,CON vR,PBABIP vR,HRA vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,1B_1,2B_1,3B_1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,K,GIDP,RC,WPA,wRC,wRAA,WAR,PI/PA,SB,CS,wSB,UBR,G_1,GS_1,W,L,HLD_1,SD,MD,IP,BF,AB_1,1B_2,2B_2,3B_2,HR_1,R_1,ER,BB_1,IBB_1,K_1,HP_1,SH_1,SF_1,WP,BK,CI_1,DP,GF,IR,IRS,pLi,PI,GB,FB_1,SB_1,CS_1,WPA_1,WAR_1,rWAR,SIERA,G_2,GS_2,TC,A,PO,E,DP_1,TP,RNG,ZR,EFF,SBA,RTO,IP_1,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
SP,Satchel Paige,Satchel,Paige,Washington Border Collies,6' 3',180 lbs,R,R,100,Kansas City Monarchs,KCM,1944,1921-1945,CS,84844,Perfect,Clubhouse - Negro League Star  SP Satchel Paige  KCM  1944,0,N,0,57,71,1,37,46,57,77,1,52,43,57,69,1,33,47,51,26,Normal,Spray,Normal,125,95,115,118,119,99,112,117,130,93,117,118,103,92,122,109,-,-,-,103,-,120,120,-,7,NEU,94-96,3/4,Normal,96,63,1,1,1,29,32,29,25,5,10,2,71,-,56,-,-,-,-,-,-,71,-,56,-,-,-,-,-,-,43,4,11,29,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,32,32,0,0,0,0,0,117.1,501,459,86,20,1,8,56,54,35,0,108,4,1,2,3,0,0,4,0,0,0,1.03,0,111,125,0,0,0.0,3.1,2.3,3.63,32,32,31,14,16,1,0,0,1.32,1.0,1.077,11,3,204.1,0,0,9,8,6,5,1,1,0,0,0,0,-2.4,0.0
SP,Cy Young,Cy,Young,Maple Madness,6' 2',210 lbs,R,R,102,Cleveland Spiders,CLE,1895,2026,HOF,86572,Perfect,Young & Old 2 - Hall of Fame  SP Cy Young  CL4  1895,0,N,0,32,72,1,24,94,45,41,1,51,121,27,80,1,9,88,35,6,Normal,Pull,Pull,118,151,142,130,118,148,142,123,117,154,142,135,111,79,122,90,-,-,-,-,-,121,-,-,5,NEU,92-94,OTT,Normal,114,60,-,-,-,48,39,47,36,3,3,3,90,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,75,81,68,86,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,36,36,0,0,0,0,0,129.1,519,483,68,25,2,12,49,47,28,0,107,2,3,3,3,0,0,5,0,0,0,1.00,0,110,161,0,0,0.0,2.9,3.5,3.53,36,36,20,12,8,0,0,0,0.78,-0.0,1.077,20,5,229.2,0,0,13,10,2,2,0,0,0,0,0,0,-2.6,0.0
SP,Orel Hershiser,Orel,Hershiser,Mount Pleasant Mounties,6' 3',190 lbs,R,R,102,Los Angeles Dodgers,LAD,1988,1980-1992,CS,83135,Perfect,Clubhouse - Baseball Reference 8  SP Orel Hershiser  LAD  1988,0,N,0,52,46,4,34,33,67,41,4,33,35,45,48,4,35,33,58,6,Normal,Spray,Spray,117,148,151,151,105,146,160,147,128,150,144,154,-,-,126,-,127,-,102,-,-,-,92,-,4,GB,89-91,3/4,GB'er,100,87,-,-,-,34,18,25,24,3,6,9,61,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,44,42,58,39,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,21,21,0,0,0,0,0,77.2,324,298,55,16,1,2,30,28,20,0,65,3,0,3,5,1,0,7,0,0,0,1.01,0,100,58,0,0,0.0,2.4,2.0,3.84,21,21,27,10,15,2,1,0,1.65,2.4,1.197,9,5,136.0,0,0,7,7,3,3,0,0,0,0,0,0,-1.8,0.0
SP,Roger Clemens,Roger,Clemens,New Haven Corsairs,6' 4',220 lbs,R,R,101,Toronto Blue Jays,TOR,1998,1993-2004,CS,86466,Perfect,Clubhouse - Baseball Reference 7  SP Roger Clemens  TOR  1998,0,N,0,1,3,1,4,2,1,3,1,4,2,1,3,1,4,2,22,1,Normal,Spray,Spray,145,97,137,146,146,84,141,137,144,111,133,153,133,78,132,110,-,90,-,123,-,-,-,-,6,GB,97-99,3/4,GB'er,97,51,-,-,-,32,40,30,19,3,10,1,78,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,15,5,6,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,37,37,0,0,0,0,0,113.0,502,439,76,22,2,9,53,49,55,0,126,4,1,3,5,0,0,5,0,0,0,1.06,0,124,79,0,0,0.0,2.4,2.1,3.68,37,37,36,16,17,3,0,0,1.36,-1.4,.958,26,4,217.2,0,0,15,12,4,3,1,1,1,1,0,0,-3.5,0.0
SP,Roger Clemens,Roger,Clemens,Berlin Speed Dealers SoM,6' 4',220 lbs,R,R,101,Toronto Blue Jays,TOR,1998,1993-2004,CS,86466,Perfect,Clubhouse - Baseball Reference 7  SP Roger Clemens  TOR  1998,0,N,0,1,3,1,4,2,1,3,1,4,2,1,3,1,4,2,22,1,Normal,Spray,Spray,145,97,137,146,146,84,141,137,144,111,133,153,133,78,132,110,-,90,-,123,-,-,-,-,6,GB,97-99,3/4,GB'er,97,51,-,-,-,32,40,30,19,3,10,1,78,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,15,5,6,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,33,33,0,0,0,0,0,109.1,458,413,76,11,2,8,36,34,36,0,99,7,1,1,3,0,0,8,0,0,0,1.04,0,114,102,0,0,0.0,2.3,3.6,3.73,33,33,42,20,21,1,1,0,1.77,-0.5,1.077,17,2,208.1,0,0,19,18,2,1,2,1,0,0,0,0,-3.6,0.0
SP,Hilton Smith,Hilton,Smith,Waltham River Otters,6' 2',180 lbs,R,R,101,Kansas City Monarchs,KCM,1938,1921-1945,,85864,Perfect,Heart Attack - Negro League Star  SP Hilton Smith  KCM  1938,0,N,0,94,112,106,25,109,90,118,111,28,114,96,111,104,24,107,53,16,Normal,Pull,Normal,126,128,96,117,119,125,92,107,131,131,101,119,109,110,127,99,112,-,-,-,-,-,-,-,5,NEU,91-93,3/4,Normal,91,60,1,1,1,29,28,27,25,80,90,65,67,-,-,-,-,-,-,-,88,67,-,-,-,-,-,-,-,88,28,5,6,28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,34,34,0,0,0,0,0,116.2,515,464,96,22,1,12,50,46,41,0,111,3,3,4,4,1,0,9,0,0,0,1.05,0,121,101,0,0,0.0,2.3,2.8,3.76,39,36,33,15,17,1,1,0,1.27,-0.3,1.008,16,4,226.1,0,0,18,15,7,5,1,1,1,0,0,0,-1.9,0.0
SP,Rick Sutcliffe,Rick,Sutcliffe,Madison Mashers - CG,6' 7',215 lbs,L,R,101,Chicago Cubs,CHC,1984,1980-1992,LE,86404,Perfect,Limited Edition/20  SP Rick Sutcliffe  CHC  1984,0,N,0,29,43,3,28,15,17,60,3,28,9,32,38,3,28,18,39,3,Normal,Pull,Pull,135,119,119,125,148,128,111,141,124,112,127,117,102,133,132,99,-,-,-,-,-,-,-,-,4,FB,90-92,3/4,Normal,81,61,-,-,-,35,42,34,26,4,2,9,82,-,-,-,-,-,-,-,-,82,-,-,-,-,-,-,-,-,7,4,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,35,35,0,0,0,0,0,135.1,580,532,91,28,2,13,63,57,35,0,97,4,1,8,1,1,0,6,0,0,0,0.98,0,143,151,0,0,0.0,2.3,2.4,4.21,35,35,39,18,18,3,0,0,1.43,-1.9,.887,13,2,226.1,0,0,18,13,7,3,1,1,0,0,0,0,-2.2,0.0
SP,Cy Young,Cy,Young,Sharpstown Bill Collectors,6' 2',210 lbs,R,R,102,Cleveland Spiders,CLE,1895,2026,HOF,86572,Perfect,Young & Old 2 - Hall of Fame  SP Cy Young  CL4  1895,0,N,0,32,72,1,24,94,45,41,1,51,121,27,80,1,9,88,35,6,Normal,Pull,Pull,118,151,142,130,118,148,142,123,117,154,142,135,111,79,122,90,-,-,-,-,-,121,-,-,5,NEU,92-94,OTT,Normal,114,60,-,-,-,48,39,47,36,3,3,3,90,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,75,81,68,86,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,36,36,0,0,0,0,0,107.1,468,429,84,23,0,7,54,46,30,0,81,5,2,2,1,0,0,8,0,0,0,0.99,0,104,123,0,0,0.0,2.3,1.5,4.17,36,36,33,13,19,1,0,0,1.38,0.1,1.000,11,4,208.2,0,0,16,12,6,3,0,0,0,0,0,0,-3.2,0.0
SP,Roger Clemens,Roger,Clemens,Tampa Bay Yankees 22,6' 4',220 lbs,R,R,101,Toronto Blue Jays,TOR,1998,1993-2004,CS,86466,Perfect,Clubhouse - Baseball Reference 7  SP Roger Clemens  TOR  1998,0,N,0,1,3,1,4,2,1,3,1,4,2,1,3,1,4,2,22,1,Normal,Spray,Spray,145,97,137,146,146,84,141,137,144,111,133,153,133,78,132,110,-,90,-,123,-,-,-,-,6,GB,97-99,3/4,GB'er,97,51,-,-,-,32,40,30,19,3,10,1,78,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,15,5,6,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,32,32,0,0,0,0,0,111.2,479,422,68,27,1,5,43,39,49,0,90,5,2,1,4,1,0,7,0,0,0,1.01,0,127,103,0,0,0.0,2.2,3.0,4.39,32,32,33,10,21,2,0,0,1.39,-0.4,.862,21,6,201.1,0,0,10,8,3,1,1,1,0,0,0,0,-2.2,0.0
SP,Josh Johnson,Josh,Johnson,Washington Border Collies,6' 7',245 lbs,L,R,100,Florida Marlins,FLA,2010,2005-2014,ME,86275,Perfect,All-Star Week Mission Reward  SP Josh Johnson  FLO  2010,0,N,0,1,6,1,6,3,4,3,1,7,1,1,7,1,6,4,64,5,Normal,Normal,Normal,131,113,97,138,129,88,104,130,133,140,93,145,126,118,116,125,-,-,-,-,-,-,-,-,4,NEU,94-96,3/4,Normal,72,52,-,-,-,27,38,29,23,2,10,4,74,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,-,-,5,5,6,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,25,25,0,0,0,0,0,82.0,363,327,62,21,2,4,51,50,28,2,62,3,0,4,3,2,1,5,0,0,0,0.98,0,96,81,0,0,0.0,2.0,0.5,4.34,25,25,25,12,13,0,1,0,1.54,-0.6,1.000,9,1,146.0,0,0,17,13,4,3,2,2,0,0,0,0,-2.0,0.0
