POS,Name,First Name,Last Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,ST,CID,Tier,Title,L10,VAR,VLvl,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,CON,PBABIP,HRA,STU vL,CON vL,PBABIP vL,HRA vL,STU vR,CON vR,PBABIP vR,HRA vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,1B_1,2B_1,3B_1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,K,GIDP,RC,WPA,wRC,wRAA,WAR,PI/PA,SB,CS,wSB,UBR,G_1,GS_1,W,L,HLD_1,SD,MD,IP,BF,AB_1,1B_2,2B_2,3B_2,HR_1,R_1,ER,BB_1,IBB_1,K_1,HP_1,SH_1,SF_1,WP,BK,CI_1,DP,GF,IR,IRS,pLi,PI,GB,FB_1,SB_1,CS_1,WPA_1,WAR_1,rWAR,SIERA,G_2,GS_2,TC,A,PO,E,DP_1,TP,RNG,ZR,EFF,SBA,RTO,IP_1,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,FRM,ARM
SP,Grover Cleveland Alexander,Grover Cleveland,Alexander,False Hustle,6' 1',185 lbs,R,R,101,Philadelphia Phillies,PHI,1911,2026,PTCS,86472,Perfect,PTCS 5 - Rookie Sensation  SP Grover Cleveland Alexander  PHI  1911,0,N,0,53,117,70,58,71,62,132,55,71,71,50,112,74,50,72,5,8,Line Drive,Normal,Normal,132,119,138,141,116,118,130,160,145,120,144,125,-,137,115,-,131,-,-,-,-,117,-,-,4,NEU,91-93,3/4,Normal,94,59,-,-,-,28,74,42,24,6,9,1,95,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,69,94,81,75,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,33,33,12,11,0,0,0,206.1,867,784,122,47,6,18,95,85,63,0,173,9,3,8,9,0,0,14,0,0,0,1.02,3406,221,199,9,3,0.7,3.3,3.3,3.89,33,33,38,22,16,0,1,0,1.66,1.0,1.073,12,3,206.1,0,0,23,20,5,5,1,1,0,0,0,0,-0.7,0.0
SP,Grover Cleveland Alexander,Grover Cleveland,Alexander,Bloody Nines,6' 1',185 lbs,R,R,101,Philadelphia Phillies,PHI,1911,2026,PTCS,86472,Perfect,PTCS 5 - Rookie Sensation  SP Grover Cleveland Alexander  PHI  1911,0,N,0,53,117,70,58,71,62,132,55,71,71,50,112,74,50,72,5,8,Line Drive,Normal,Normal,132,119,138,141,116,118,130,160,145,120,144,125,-,137,115,-,131,-,-,-,-,117,-,-,4,NEU,91-93,3/4,Normal,94,59,-,-,-,28,74,42,24,6,9,1,95,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,69,94,81,75,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,35,35,14,8,0,0,0,216.2,922,842,155,42,3,24,101,93,58,0,173,10,3,9,11,0,0,24,0,0,0,0.99,3583,220,222,11,6,0.3,2.9,3.5,3.95,35,35,35,19,14,2,0,0,1.37,0.5,1.014,17,6,216.2,0,0,21,18,3,1,1,1,0,0,0,0,-2.0,0.0
SP,Kade Anderson,Kade,Anderson,Bedford Colts,6' 2',185 lbs,L,L,102,Seattle Mariners,SEA,2026,2026,,85138,Perfect,FLF 22 & Co. - Future Legend  SP Kade Anderson  SEA  2026,0,N,0,15,7,17,8,20,15,7,17,8,20,15,7,17,8,20,51,41,Normal,Normal,Pull,138,134,135,135,142,129,142,144,137,136,132,133,123,112,131,115,-,-,92,-,-,-,-,-,5,FB,93-95,3/4,Normal,72,67,1,1,1,21,17,30,24,26,31,38,46,-,-,-,-,-,-,-,-,46,-,35,-,-,-,20,-,12,19,11,22,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,6,2,0,1,0,1,0,16.2,74,66,11,6,1,0,10,7,5,0,19,1,0,2,0,0,0,1,3,4,1,0.64,303,15,15,1,0,-0.4,0.6,-0.0,3.06,6,2,4,1,2,1,0,0,1.62,-0.5,.537,1,0,16.2,0,0,2,2,1,0,0,0,0,0,0,0,0.0,0.0
SP,Kade Anderson,Kade,Anderson,Chico Heat BFF,6' 2',185 lbs,L,L,102,Seattle Mariners,SEA,2026,2026,,85138,Perfect,FLF 22 & Co. - Future Legend  SP Kade Anderson  SEA  2026,0,N,0,15,7,17,8,20,15,7,17,8,20,15,7,17,8,20,51,41,Normal,Normal,Pull,138,134,135,135,142,129,142,144,137,136,132,133,123,112,131,115,-,-,92,-,-,-,-,-,5,FB,93-95,3/4,Normal,72,67,1,1,1,21,17,30,24,26,31,38,46,-,-,-,-,-,-,-,-,46,-,35,-,-,-,20,-,12,19,11,22,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,10,10,3,5,0,0,0,56.2,241,224,45,8,0,8,30,29,10,0,41,3,1,3,4,0,0,3,0,0,0,0.89,966,55,70,3,1,-0.3,0.5,0.4,3.95,10,10,8,5,3,0,0,0,1.27,-0.0,1.073,4,1,56.2,0,0,5,4,3,2,0,0,0,0,0,0,-0.1,0.0
SP,Kade Anderson,Kade,Anderson,-,6' 2',185 lbs,L,L,102,Seattle Mariners,SEA,2026,2026,,85138,Perfect,FLF 22 & Co. - Future Legend  SP Kade Anderson  SEA  2026,0,N,0,15,7,17,8,20,15,7,17,8,20,15,7,17,8,20,51,41,Normal,Normal,Pull,138,134,135,135,142,129,142,144,137,136,132,133,123,112,131,115,-,-,92,-,-,-,-,-,5,FB,93-95,3/4,Normal,72,67,1,1,1,21,17,30,24,26,31,38,46,-,-,-,-,-,-,-,-,46,-,35,-,-,-,20,-,12,19,11,22,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,4,4,1,3,0,0,0,21.2,95,85,13,1,1,7,14,14,8,0,25,1,1,0,0,0,0,1,0,0,0,0.78,383,19,20,0,0,-0.7,-0.3,-0.0,3.16,4,4,4,3,1,0,0,0,1.66,0.3,1.073,0,0,21.2,0,0,2,2,2,2,0,0,0,0,0,0,-0.3,0.0
SP,Kade Anderson,Kade,Anderson,Susquehanna Soniqs,6' 2',185 lbs,L,L,102,Seattle Mariners,SEA,2026,2026,,85138,Perfect,FLF 22 & Co. - Future Legend  SP Kade Anderson  SEA  2026,0,N,0,15,7,17,8,20,15,7,17,8,20,15,7,17,8,20,51,41,Normal,Normal,Pull,138,134,135,135,142,129,142,144,137,136,132,133,123,112,131,115,-,-,92,-,-,-,-,-,5,FB,93-95,3/4,Normal,72,67,1,1,1,21,17,30,24,26,31,38,46,-,-,-,-,-,-,-,-,46,-,35,-,-,-,20,-,12,19,11,22,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,31,31,8,7,0,0,0,175.0,723,654,99,29,4,14,75,66,54,0,134,7,0,8,8,1,0,12,0,0,0,1.04,2798,196,173,5,4,0.8,2.5,2.9,4.11,31,31,31,19,12,0,1,0,1.59,1.0,1.073,9,4,175.0,0,0,12,10,9,6,0,0,0,0,0,0,-0.1,0.0
SP,Kade Anderson,Kade,Anderson,Charlotte Hellcats GH,6' 2',185 lbs,L,L,102,Seattle Mariners,SEA,2026,2026,,85138,Perfect,FLF 22 & Co. - Future Legend  SP Kade Anderson  SEA  2026,0,N,0,15,7,17,8,20,15,7,17,8,20,15,7,17,8,20,51,41,Normal,Normal,Pull,138,134,135,135,142,129,142,144,137,136,132,133,123,112,131,115,-,-,92,-,-,-,-,-,5,FB,93-95,3/4,Normal,72,67,1,1,1,21,17,30,24,26,31,38,46,-,-,-,-,-,-,-,-,46,-,35,-,-,-,20,-,12,19,11,22,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,36,36,13,13,0,0,0,203.1,852,769,115,42,3,18,87,78,71,0,177,6,0,5,5,4,1,15,0,0,0,0.97,3448,206,201,14,6,0.5,3.8,4.8,3.90,36,36,40,22,17,1,0,0,1.73,0.6,1.017,20,6,203.1,0,0,20,18,5,4,0,0,0,0,0,0,-2.0,0.0
SP,Kade Anderson,Kade,Anderson,Madison Moundsmen,6' 2',185 lbs,L,L,102,Seattle Mariners,SEA,2026,2026,,85138,Perfect,FLF 22 & Co. - Future Legend  SP Kade Anderson  SEA  2026,0,N,0,15,7,17,8,20,15,7,17,8,20,15,7,17,8,20,51,41,Normal,Normal,Pull,138,134,135,135,142,129,142,144,137,136,132,133,123,112,131,115,-,-,92,-,-,-,-,-,5,FB,93-95,3/4,Normal,72,67,1,1,1,21,17,30,24,26,31,38,46,-,-,-,-,-,-,-,-,46,-,35,-,-,-,20,-,12,19,11,22,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,36,36,16,11,0,0,0,225.0,932,862,126,49,5,21,95,83,57,0,197,7,0,6,6,1,0,13,0,0,0,1.01,3647,223,232,12,4,0.5,4.4,4.8,3.60,36,36,40,22,17,1,1,0,1.56,0.2,1.027,16,4,225.0,0,0,17,16,11,7,0,0,0,0,0,0,-0.3,0.0
SP,Vida Blue,Vida,Blue,Griffin Brawlers,6' 0',190 lbs,S,L,101,Oakland Athletics,OAK,1971,1961-1979,,85756,Perfect,SwitchKnucklers - Hardware Heroes  SP Vida Blue  ATH  1971,0,N,0,90,43,3,37,14,97,70,6,51,12,88,30,3,33,15,76,9,Groundball,Pull,Pull,130,101,137,120,119,98,121,110,133,103,142,129,107,131,132,87,-,-,-,-,-,-,-,-,4,EX FB,90-92,3/4,Normal,97,63,-,-,-,24,36,27,20,1,7,4,68,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,39,54,30,37,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,35,35,10,17,0,0,0,209.0,902,806,125,44,2,28,110,101,77,0,173,9,4,6,5,2,0,15,0,0,0,1.04,3555,212,223,11,3,-2.0,1.5,2.1,4.15,35,35,28,17,11,0,0,0,1.21,0.8,1.208,14,3,209.0,0,0,15,14,7,5,0,0,0,0,0,0,-0.1,0.0
SP,Vida Blue,Vida,Blue,Kansas City Torrent,6' 0',190 lbs,S,L,101,Oakland Athletics,OAK,1971,1961-1979,,85756,Perfect,SwitchKnucklers - Hardware Heroes  SP Vida Blue  ATH  1971,127 261,N,0,90,43,3,37,14,97,70,6,51,12,88,30,3,33,15,76,9,Groundball,Pull,Pull,130,101,137,120,119,98,121,110,133,103,142,129,107,131,132,87,-,-,-,-,-,-,-,-,4,EX FB,90-92,3/4,Normal,97,63,-,-,-,24,36,27,20,1,7,4,68,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,39,54,30,37,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,-0.0,0.0,0.00,0,0,0.0,0.0,31,31,14,11,0,0,0,182.0,774,696,121,37,5,13,94,89,66,0,167,4,1,7,8,2,0,14,0,0,0,0.99,3188,151,202,12,3,-0.8,3.7,1.9,3.79,31,31,30,15,14,1,0,0,1.43,-0.9,.997,15,3,182.0,0,0,13,11,6,3,0,0,0,0,0,0,-0.7,0.0
